exp_id,page_id,time,fixation
1059,1801,9,"[[416.8333333333333, 641.0, 253, 74672, 74925], [635.0, 641.0, 200, 75348, 75548], [691.4285714285714, 641.0, 320, 75620, 75940], [740.8, 641.0, 426, 75977, 76403], [794.0, 641.0, 493, 76461, 76954], [814.1, 641.0, 575, 77031, 77606], [882.5, 641.0, 217, 77662, 77879], [964.0, 641.0, 267, 77933, 78200], [1025.0, 641.0, 333, 78243, 78576], [1372.142857142857, 641.0, 250, 79076, 79326], [1336.1666666666667, 641.0, 217, 79363, 79580], [1332.1666666666667, 641.0, 229, 79616, 79845], [1369.2, 641.0, 594, 79894, 80488], [1435.4285714285713, 641.0, 229, 80521, 80750], [1479.142857142857, 641.0, 227, 80787, 81014], [543.8, 693.0, 203, 82158, 82361]]"
1059,1801,10,"[[515.4545454545455, 693.0, 512, 82654, 83166], [693.5, 693.0, 229, 83503, 83732], [748.6363636363636, 693.0, 515, 83788, 84303], [993.3333333333334, 693.0, 208, 84720, 84928], [976.0, 693.0, 221, 85098, 85319], [968.1666666666666, 693.0, 290, 85377, 85667], [1050.235294117647, 693.0, 890, 85727, 86617], [1230.7692307692307, 693.0, 616, 86895, 87511], [1224.7272727272727, 693.0, 550, 87589, 88139], [1228.125, 693.0, 345, 88180, 88525], [1523.5, 693.0, 212, 88813, 89025], [1586.4, 693.0, 200, 89141, 89341], [1553.6, 693.0, 203, 90426, 90629]]"
1059,1801,11,"[[754.3333333333334, 693.0, 421, 93036, 93457], [821.8571428571429, 693.0, 237, 93622, 93859], [884.2, 693.0, 219, 93917, 94136], [978.6, 693.0, 215, 94222, 94437], [1039.7777777777778, 693.0, 435, 94507, 94942], [1129.6666666666667, 693.0, 263, 95139, 95402], [1189.7142857142858, 693.0, 355, 95461, 95816], [1212.4, 693.0, 203, 95886, 96089], [1514.1666666666667, 693.0, 239, 96507, 96746]]"
1059,1801,12,"[[822.3333333333334, 745.0, 255, 99223, 99478], [346.0, 745.0, 380, 100030, 100410], [433.3333333333333, 745.0, 245, 100485, 100730], [456.93333333333334, 745.0, 838, 100778, 101616], [362.8333333333333, 745.0, 527, 101683, 102210], [428.0, 745.0, 256, 102393, 102649], [578.4, 745.0, 207, 102840, 103047], [670.625, 745.0, 1094, 103100, 104194], [848.0, 745.0, 216, 104522, 104738], [928.6, 745.0, 227, 104785, 105012], [1061.7142857142858, 745.0, 264, 105101, 105365], [855.4, 745.0, 215, 105507, 105722], [1044.25, 745.0, 200, 105893, 106093], [857.1666666666666, 745.0, 225, 106330, 106555]]"
1059,1801,13,"[[1201.75, 745.0, 200, 106810, 107010], [908.0, 745.0, 219, 107378, 107597], [1231.0, 745.0, 214, 108071, 108285], [1258.0, 745.0, 752, 108341, 109093], [1275.3333333333333, 745.0, 394, 109154, 109548], [1357.0, 745.0, 253, 109612, 109865], [1518.0, 745.0, 202, 110146, 110348], [1582.2, 745.0, 241, 110385, 110626], [476.1666666666667, 797.0, 201, 112223, 112424]]"
1059,1801,14,"[[463.875, 797.0, 602, 120007, 120609], [472.9375, 797.0, 629, 120647, 121276]]"
1059,1804,15,"[[606.0, 121.0, 247, 133837, 134084], [484.0, 121.0, 464, 134294, 134758], [576.2857142857143, 121.0, 326, 134815, 135141], [629.0, 121.0, 674, 135208, 135882], [748.25, 121.0, 353, 136061, 136414], [783.4, 121.0, 207, 136457, 136664], [881.8, 121.0, 232, 136844, 137076], [898.5, 121.0, 281, 137142, 137423], [809.2857142857143, 121.0, 567, 137460, 138027], [947.0, 121.0, 210, 138147, 138357], [1071.125, 121.0, 379, 138550, 138929], [1308.9333333333334, 121.0, 790, 139515, 140305], [1495.4285714285713, 121.0, 291, 140552, 140843], [1427.75, 121.0, 206, 140908, 141114]]"
1059,1804,16,"[[644.2, 173.0, 243, 141848, 142091], [610.4, 173.0, 242, 142133, 142375], [615.2857142857143, 173.0, 373, 142435, 142808], [638.5555555555555, 173.0, 431, 142877, 143308], [624.0, 173.0, 289, 143375, 143664], [730.75, 173.0, 444, 143782, 144226], [781.25, 173.0, 216, 144311, 144527], [846.6666666666666, 173.0, 247, 144624, 144871], [771.1875, 173.0, 815, 145203, 146018], [834.2, 173.0, 233, 146060, 146293], [1059.1, 173.0, 415, 146593, 147008], [1051.5, 173.0, 242, 148015, 148257], [1176.0, 173.0, 238, 148458, 148696], [1233.1875, 173.0, 846, 148735, 149581]]"
1059,1804,17,"[[1474.5714285714287, 173.0, 270, 149996, 150266], [1373.0833333333333, 173.0, 667, 155880, 156547], [417.8333333333333, 225.0, 242, 157140, 157382]]"
1059,1804,18,"[[599.0, 225.0, 402, 157667, 158069], [714.8, 225.0, 210, 158270, 158480], [780.5714285714286, 225.0, 280, 158523, 158803], [861.2666666666667, 225.0, 598, 158842, 159440], [933.1428571428571, 225.0, 238, 159475, 159713], [1089.0, 225.0, 211, 159937, 160148], [1253.142857142857, 225.0, 244, 160357, 160601], [1313.5, 225.0, 443, 160640, 161083], [1627.6666666666667, 225.0, 211, 161702, 161913], [1647.1666666666667, 225.0, 335, 161951, 162286], [1578.4, 225.0, 202, 162321, 162523], [495.53846153846155, 225.0, 683, 163159, 163842], [576.1666666666666, 225.0, 235, 163905, 164140], [647.6153846153846, 225.0, 514, 164183, 164697], [734.875, 225.0, 280, 164781, 165061], [744.5, 225.0, 210, 165184, 165394], [780.8333333333334, 225.0, 226, 165563, 165789]]"
1059,1804,19,"[[843.0, 225.0, 216, 165854, 166070], [1014.0, 225.0, 201, 166204, 166405], [1089.3333333333333, 225.0, 239, 166455, 166694], [1140.5384615384614, 225.0, 659, 166734, 167393], [1498.6666666666667, 225.0, 204, 167883, 168087], [1556.5, 225.0, 212, 168127, 168339], [1645.875, 225.0, 313, 168390, 168703], [730.1666666666666, 277.0, 219, 170161, 170380], [747.6, 277.0, 261, 170431, 170692], [688.9166666666666, 277.0, 493, 170736, 171229], [866.5, 277.0, 248, 171525, 171773], [907.8, 277.0, 558, 171830, 172388], [827.1, 277.0, 379, 172442, 172821], [910.5, 277.0, 212, 172931, 173143], [1017.8333333333334, 277.0, 228, 173262, 173490], [1038.2727272727273, 277.0, 416, 173530, 173946]]"
1059,1804,20,"[[1100.6, 277.0, 608, 173990, 174598], [1138.8, 277.0, 928, 174657, 175585], [1253.25, 277.0, 204, 175680, 175884], [1328.0, 277.0, 234, 175947, 176181], [496.3333333333333, 329.0, 206, 179851, 180057], [450.0, 329.0, 201, 180094, 180295], [489.75, 329.0, 377, 180514, 180891], [507.2857142857143, 329.0, 652, 181088, 181740]]"
1059,1804,21,"[[564.2222222222222, 329.0, 419, 181854, 182273], [623.9, 329.0, 598, 182348, 182946], [566.0, 329.0, 292, 182991, 183283], [698.6666666666666, 329.0, 259, 183405, 183664], [718.75, 329.0, 297, 183738, 184035], [604.2, 329.0, 246, 184239, 184485], [1027.0, 329.0, 473, 185466, 185939], [996.2631578947369, 329.0, 1108, 185984, 187092], [1026.857142857143, 329.0, 303, 187157, 187460], [1101.8, 329.0, 219, 187554, 187773], [1087.1666666666667, 329.0, 269, 187821, 188090], [1026.2, 329.0, 260, 188153, 188413], [894.6666666666666, 329.0, 240, 188696, 188936], [1128.2222222222222, 329.0, 424, 189228, 189652]]"
1059,1804,22,"[[1063.125, 329.0, 288, 189755, 190043], [1240.0, 329.0, 204, 190254, 190458], [1295.8333333333333, 329.0, 218, 190520, 190738], [1336.4, 329.0, 226, 190792, 191018], [1455.7142857142858, 329.0, 322, 191770, 192092], [1674.1666666666667, 329.0, 220, 192407, 192627], [613.5, 381.0, 211, 195571, 195782], [700.1666666666666, 381.0, 208, 196005, 196213], [826.25, 381.0, 437, 196292, 196729], [873.0, 381.0, 260, 196775, 197035], [977.8, 381.0, 648, 197074, 197722]]"
1059,1804,23,"[[1008.5, 381.0, 276, 197928, 198204], [1152.888888888889, 381.0, 396, 198445, 198841], [1157.0, 381.0, 1078, 198888, 199966], [1223.7, 381.0, 482, 200004, 200486], [1471.1666666666667, 381.0, 215, 200797, 201012], [1517.1875, 381.0, 622, 201059, 201681], [336.1666666666667, 433.0, 240, 202561, 202801], [405.0, 433.0, 428, 202898, 203326], [494.75, 433.0, 223, 203456, 203679], [547.8, 433.0, 254, 203729, 203983], [587.8, 433.0, 221, 204052, 204273], [818.0, 433.0, 204, 204712, 204916], [850.0, 433.0, 231, 204963, 205194]]"
1059,1804,24,"[[955.1785714285714, 433.0, 1513, 205256, 206769], [999.3333333333334, 433.0, 201, 206808, 207009], [1148.6666666666667, 433.0, 220, 207137, 207357], [1261.0, 433.0, 227, 207526, 207753], [1033.8333333333333, 433.0, 293, 207994, 208287], [1292.1, 433.0, 422, 208617, 209039], [1339.4, 433.0, 245, 209099, 209344], [1541.3333333333333, 433.0, 220, 209590, 209810], [1585.2222222222222, 433.0, 378, 209848, 210226], [338.4, 485.0, 219, 211488, 211707], [487.6, 485.0, 242, 212010, 212252], [683.2, 485.0, 215, 212593, 212808], [750.1111111111111, 485.0, 395, 212866, 213261], [826.7142857142857, 485.0, 262, 213307, 213569], [908.0, 485.0, 305, 213610, 213915]]"
1059,1804,25,"[[950.7692307692307, 485.0, 566, 213976, 214542], [1086.5555555555557, 485.0, 333, 214697, 215030], [1131.5, 485.0, 232, 215092, 215324], [1201.6, 485.0, 211, 215367, 215578], [1274.4, 485.0, 236, 215637, 215873], [1382.4444444444443, 485.0, 451, 215972, 216423], [1362.857142857143, 485.0, 220, 216542, 216762], [333.52941176470586, 537.0, 952, 218296, 219248], [462.6666666666667, 537.0, 222, 219431, 219653], [506.6, 537.0, 217, 219717, 219934], [701.6842105263158, 537.0, 769, 220203, 220972], [778.0, 537.0, 226, 221007, 221233], [814.1, 537.0, 383, 221275, 221658], [890.0, 537.0, 225, 221702, 221927]]"
1059,1804,26,"[[1022.1666666666666, 537.0, 232, 222064, 222296], [1077.0, 537.0, 210, 222337, 222547], [1111.0, 537.0, 608, 222587, 223195], [1164.5833333333333, 537.0, 486, 223234, 223720], [1169.1666666666667, 537.0, 605, 223794, 224399], [1233.8214285714287, 537.0, 1285, 224447, 225732]]"
1059,1804,27,"[[661.1111111111111, 589.0, 462, 231953, 232415], [770.0, 589.0, 232, 232603, 232835], [819.4166666666666, 589.0, 459, 232878, 233337], [886.7222222222222, 589.0, 820, 233408, 234228], [1138.4347826086957, 589.0, 905, 234524, 235429], [1229.0, 589.0, 216, 235536, 235752], [370.5, 641.0, 216, 236882, 237098], [430.57142857142856, 641.0, 229, 237284, 237513], [502.9, 641.0, 413, 237550, 237963], [594.3333333333334, 641.0, 204, 238002, 238206]]"
1059,1804,28,"[[594.3333333333334, 641.0, 204, 238002, 238206], [571.5294117647059, 641.0, 1777, 238244, 240021], [621.9166666666666, 641.0, 527, 240071, 240598], [695.3125, 641.0, 677, 240652, 241329], [729.4, 641.0, 268, 241388, 241656], [737.4, 641.0, 211, 241707, 241918], [776.5454545454545, 641.0, 594, 242120, 242714], [832.6666666666666, 641.0, 269, 242755, 243024], [897.0, 641.0, 230, 243074, 243304], [967.4444444444445, 641.0, 486, 243368, 243854], [1019.8125, 641.0, 816, 243924, 244740], [1000.2857142857143, 641.0, 316, 244778, 245094], [1143.8, 641.0, 222, 245260, 245482], [1232.25, 641.0, 475, 245550, 246025]]"
1059,1804,29,"[[1288.5, 641.0, 400, 246062, 246462], [1339.5, 641.0, 481, 246507, 246988], [1416.0, 641.0, 200, 247052, 247252], [1431.4, 641.0, 212, 247301, 247513], [1355.2, 641.0, 220, 247566, 247786], [1159.8, 641.0, 248, 248203, 248451], [1395.2727272727273, 641.0, 512, 249019, 249531], [1347.8333333333333, 641.0, 218, 249591, 249809], [1673.875, 641.0, 356, 250279, 250635], [1548.111111111111, 641.0, 330, 250750, 251080], [555.5, 693.0, 231, 252180, 252411], [482.5, 693.0, 300, 252643, 252943], [563.3333333333334, 693.0, 230, 252992, 253222], [631.4, 693.0, 203, 253264, 253467], [728.6, 693.0, 204, 253525, 253729]]"
1059,1804,30,"[[922.5, 693.0, 224, 254039, 254263], [1051.5, 693.0, 205, 254383, 254588], [1132.4, 693.0, 367, 255311, 255678], [1170.6666666666667, 693.0, 343, 255719, 256062], [1458.4444444444443, 693.0, 391, 256634, 257025], [1498.6, 693.0, 241, 257204, 257445], [1544.0, 693.0, 274, 257514, 257788], [431.6, 745.0, 433, 258784, 259217], [435.4, 745.0, 256, 259257, 259513], [540.2, 745.0, 225, 259682, 259907], [624.7142857142857, 745.0, 266, 259956, 260222], [665.8888888888889, 745.0, 348, 260271, 260619], [652.375, 745.0, 335, 260661, 260996], [753.0769230769231, 745.0, 693, 261033, 261726]]"
1059,1804,31,"[[924.6, 745.0, 256, 262072, 262328], [1051.5294117647059, 745.0, 715, 262507, 263222], [1494.909090909091, 745.0, 405, 263955, 264360], [1467.3333333333333, 745.0, 274, 264404, 264678], [429.5, 797.0, 264, 265872, 266136], [544.5, 797.0, 222, 266365, 266587], [574.5, 797.0, 485, 266630, 267115], [562.0, 797.0, 402, 267165, 267567], [631.5555555555555, 797.0, 486, 267635, 268121], [1015.0, 797.0, 219, 268636, 268855], [1313.3333333333333, 797.0, 223, 269189, 269412]]"
1059,1804,32,"[[769.7777777777778, 797.0, 392, 270178, 270570], [1238.625, 797.0, 278, 271164, 271442], [1274.5, 797.0, 636, 271487, 272123], [1345.357142857143, 797.0, 620, 272166, 272786], [1436.5, 797.0, 297, 272830, 273127], [1488.2, 797.0, 212, 273179, 273391], [1551.8, 797.0, 219, 273440, 273659], [1607.1538461538462, 797.0, 746, 273717, 274463], [376.3333333333333, 849.0, 258, 276292, 276550], [470.6, 849.0, 212, 276652, 276864], [483.5, 849.0, 240, 276909, 277149], [471.0, 849.0, 250, 277200, 277450]]"
1061,1805,0,"[[555.25, 121.0, 202, 2839, 3041], [689.75, 121.0, 200, 3356, 3556], [416.0, 121.0, 233, 3799, 4032], [489.44444444444446, 121.0, 238, 4150, 4388], [691.5, 121.0, 200, 4916, 5116], [664.25, 121.0, 201, 5311, 5512], [570.7777777777778, 121.0, 220, 5653, 5873], [479.5, 121.0, 260, 6106, 6366], [334.625, 121.0, 213, 6608, 6821], [475.35714285714283, 121.0, 424, 7409, 7833], [545.0, 121.0, 258, 7931, 8189], [543.75, 121.0, 205, 8895, 9100]]"
1061,1805,1,"[[854.4545454545455, 121.0, 326, 9877, 10203], [760.5, 121.0, 233, 10320, 10553], [692.875, 121.0, 201, 10611, 10812], [539.25, 121.0, 207, 12390, 12597], [792.8888888888889, 121.0, 253, 13103, 13356], [739.625, 121.0, 218, 13926, 14144], [946.5714285714286, 121.0, 203, 14953, 15156], [1209.875, 121.0, 218, 15552, 15770]]"
1061,1805,2,"[[385.125, 173.0, 223, 22702, 22925], [795.5, 173.0, 211, 23256, 23467]]"
1061,1805,3,"[[598.3333333333334, 173.0, 231, 24960, 25191], [674.3125, 173.0, 424, 25246, 25670], [575.1111111111111, 173.0, 223, 25863, 26086], [1161.6666666666667, 173.0, 220, 28481, 28701], [1083.3333333333333, 173.0, 225, 28729, 28954], [1245.3333333333333, 173.0, 227, 29060, 29287], [1127.375, 173.0, 200, 29420, 29620], [1111.3333333333333, 173.0, 230, 30653, 30883], [1395.6666666666667, 173.0, 222, 31134, 31356], [526.1818181818181, 225.0, 299, 32374, 32673]]"
1061,1805,4,"[[989.125, 225.0, 205, 33122, 33327], [1212.375, 225.0, 216, 34068, 34284], [1331.75, 225.0, 210, 35561, 35771], [1288.5833333333333, 225.0, 326, 35802, 36128], [1140.25, 225.0, 208, 36282, 36490], [1386.6666666666667, 225.0, 240, 37068, 37308], [1564.375, 225.0, 202, 37424, 37626], [1661.75, 225.0, 230, 38139, 38369], [579.125, 277.0, 232, 39822, 40054], [904.2, 277.0, 274, 40685, 40959]]"
1061,1805,5,"[[939.6666666666666, 277.0, 356, 41053, 41409], [927.5555555555555, 277.0, 233, 41618, 41851], [1090.857142857143, 277.0, 206, 42216, 42422], [1162.7857142857142, 277.0, 403, 42818, 43221], [1226.75, 277.0, 217, 43253, 43470], [1234.888888888889, 277.0, 245, 43755, 44000], [1441.5, 277.0, 230, 44488, 44718], [1548.0, 277.0, 214, 44754, 44968], [459.8333333333333, 329.0, 326, 47143, 47469], [579.2, 329.0, 282, 47670, 47952]]"
1061,1805,6,"[[923.0, 329.0, 212, 49573, 49785], [912.125, 329.0, 220, 49817, 50037], [979.5, 329.0, 220, 50069, 50289], [1107.0, 329.0, 213, 50804, 51017], [1171.625, 329.0, 239, 51046, 51285], [1482.4, 329.0, 286, 51720, 52006], [578.2307692307693, 381.0, 369, 53734, 54103], [538.9166666666666, 381.0, 328, 54167, 54495], [693.9230769230769, 381.0, 362, 54767, 55129], [674.25, 381.0, 201, 55717, 55918], [973.95, 381.0, 597, 56139, 56736], [1016.5, 381.0, 200, 56767, 56967]]"
1061,1805,7,"[[1214.0, 381.0, 223, 57686, 57909], [415.25, 433.0, 208, 61437, 61645], [553.375, 433.0, 219, 62368, 62587]]"
1061,1805,8,"[[1088.076923076923, 433.0, 367, 65600, 65967], [1082.0, 433.0, 224, 66036, 66260], [1202.375, 433.0, 203, 66347, 66550], [1401.3125, 433.0, 452, 66967, 67419], [1407.9333333333334, 433.0, 436, 67450, 67886], [578.5833333333334, 485.0, 319, 69640, 69959], [706.1875, 485.0, 470, 70800, 71270], [846.0769230769231, 485.0, 381, 71424, 71805], [807.6363636363636, 485.0, 315, 71870, 72185], [882.375, 485.0, 220, 72216, 72436], [959.3333333333334, 485.0, 249, 72635, 72884]]"
1061,1805,9,"[[1176.6, 485.0, 275, 73520, 73795], [1219.3333333333333, 485.0, 350, 74419, 74769], [1389.0833333333333, 485.0, 330, 74919, 75249], [1553.2222222222222, 485.0, 268, 76676, 76944], [639.4444444444445, 537.0, 252, 79342, 79594], [852.5, 537.0, 216, 79810, 80026], [868.375, 537.0, 212, 80056, 80268], [932.875, 537.0, 237, 80301, 80538], [1014.6428571428571, 537.0, 426, 80566, 80992]]"
1061,1805,10,"[[1155.0, 537.0, 248, 81321, 81569], [1532.25, 537.0, 221, 82504, 82725], [1362.25, 537.0, 207, 82849, 83056], [476.44444444444446, 589.0, 248, 84137, 84385], [897.1428571428571, 589.0, 205, 87340, 87545], [1087.25, 589.0, 213, 87735, 87948], [992.5, 589.0, 210, 88064, 88274]]"
1061,1805,11,"[[1360.5555555555557, 589.0, 249, 89166, 89415], [1484.5, 589.0, 274, 89842, 90116], [904.625, 589.0, 217, 92556, 92773], [1657.0714285714287, 589.0, 402, 94851, 95253], [488.0, 641.0, 288, 96303, 96591]]"
1061,1805,12,"[[875.75, 641.0, 371, 98839, 99210], [1020.75, 641.0, 219, 99369, 99588], [1052.5, 641.0, 220, 99911, 100131], [1120.111111111111, 641.0, 251, 100288, 100539], [1096.4, 641.0, 269, 101730, 101999], [1533.4444444444443, 641.0, 266, 103483, 103749]]"
1061,1805,13,"[[817.125, 693.0, 235, 105483, 105718], [734.4444444444445, 693.0, 251, 105816, 106067], [1112.3636363636363, 693.0, 310, 106409, 106719], [1153.5, 693.0, 226, 106816, 107042], [1441.5714285714287, 693.0, 388, 107425, 107813], [702.0909090909091, 745.0, 301, 110927, 111228], [633.75, 745.0, 221, 111318, 111539], [843.5833333333334, 745.0, 328, 111734, 112062], [838.75, 745.0, 604, 112091, 112695]]"
1061,1805,14,"[[970.3846153846154, 745.0, 372, 113181, 113553], [1056.125, 745.0, 216, 113648, 113864], [1257.125, 745.0, 226, 114365, 114591], [1550.5714285714287, 745.0, 200, 115581, 115781]]"
1061,1805,15,[]
1061,1806,16,"[[1269.1, 121.0, 263, 132037, 132300], [358.25, 121.0, 202, 133456, 133658], [413.6666666666667, 121.0, 235, 135705, 135940], [658.375, 121.0, 230, 136584, 136814], [772.0, 121.0, 220, 137081, 137301], [708.1818181818181, 121.0, 284, 137512, 137796], [979.375, 121.0, 248, 138484, 138732], [1031.909090909091, 121.0, 300, 139679, 139979]]"
1061,1806,17,"[[1238.7272727272727, 121.0, 308, 140206, 140514], [1484.5, 121.0, 200, 141449, 141649], [1594.888888888889, 121.0, 252, 141714, 141966], [1554.2, 121.0, 284, 141995, 142279], [579.0, 173.0, 237, 144073, 144310], [574.4, 173.0, 278, 144340, 144618], [621.25, 173.0, 228, 144650, 144878], [683.1, 173.0, 292, 145053, 145345], [701.625, 173.0, 200, 145482, 145682], [867.1818181818181, 173.0, 308, 146107, 146415], [827.5555555555555, 173.0, 234, 146514, 146748], [1026.4285714285713, 173.0, 201, 147065, 147266]]"
1061,1806,18,"[[1191.1818181818182, 173.0, 319, 147795, 148114], [1524.5555555555557, 173.0, 258, 149170, 149428], [1612.6666666666667, 173.0, 464, 149467, 149931], [443.7857142857143, 225.0, 391, 150441, 150832], [534.5, 225.0, 366, 151969, 152335], [801.4545454545455, 225.0, 304, 152736, 153040], [760.875, 225.0, 218, 153915, 154133], [937.625, 225.0, 222, 154276, 154498]]"
1061,1806,19,"[[835.0, 225.0, 213, 160407, 160620], [1295.7142857142858, 225.0, 205, 162844, 163049], [1576.111111111111, 225.0, 241, 163423, 163664], [1475.7777777777778, 225.0, 264, 163751, 164015]]"
1061,1806,20,"[[1572.125, 225.0, 215, 164074, 164289], [1575.6666666666667, 225.0, 245, 164317, 164562], [949.375, 277.0, 212, 164879, 165091], [678.25, 277.0, 228, 169177, 169405], [1276.3529411764705, 277.0, 493, 169810, 170303], [1335.2, 277.0, 286, 170336, 170622], [1166.8181818181818, 277.0, 306, 171096, 171402]]"
1061,1806,21,"[[1256.5555555555557, 277.0, 223, 172790, 173013], [1161.375, 277.0, 204, 173390, 173594], [1435.125, 277.0, 204, 177391, 177595], [458.25, 433.0, 227, 179034, 179261], [780.625, 433.0, 215, 179519, 179734]]"
1061,1806,22,"[[1172.75, 433.0, 203, 181055, 181258], [1492.625, 433.0, 239, 182510, 182749], [474.42857142857144, 485.0, 372, 184184, 184556], [690.5, 485.0, 201, 184897, 185098], [578.2, 485.0, 296, 185595, 185891], [1025.5, 485.0, 216, 186910, 187126], [1103.090909090909, 485.0, 286, 187240, 187526], [1292.75, 485.0, 218, 187681, 187899]]"
1061,1806,23,"[[1300.2, 485.0, 290, 188142, 188432], [804.625, 485.0, 205, 190974, 191179], [1011.375, 485.0, 222, 191459, 191681], [949.625, 485.0, 211, 191710, 191921], [901.875, 485.0, 230, 192831, 193061], [1017.7777777777778, 485.0, 240, 194336, 194576], [1023.25, 485.0, 219, 194609, 194828], [964.7, 485.0, 278, 194887, 195165]]"
1061,1806,24,"[[1369.8125, 485.0, 496, 196179, 196675], [628.4545454545455, 537.0, 324, 199068, 199392], [823.0, 537.0, 229, 200447, 200676], [919.5, 537.0, 218, 201991, 202209], [1243.75, 537.0, 218, 202652, 202870]]"
1061,1806,25,"[[390.375, 537.0, 217, 205692, 205909], [989.5, 537.0, 239, 208409, 208648], [915.0, 537.0, 255, 208809, 209064], [1134.5, 537.0, 281, 209611, 209892], [1298.6666666666667, 537.0, 250, 210076, 210326], [1255.090909090909, 537.0, 297, 210361, 210658], [1260.5, 537.0, 266, 210709, 210975], [1477.5, 537.0, 273, 211521, 211794]]"
1061,1806,26,"[[1553.5625, 537.0, 483, 211861, 212344], [1653.25, 537.0, 209, 212433, 212642], [729.6363636363636, 589.0, 311, 215007, 215318], [687.5555555555555, 589.0, 223, 215347, 215570], [1178.5, 589.0, 235, 216975, 217210], [1130.8, 589.0, 287, 217755, 218042], [1390.75, 589.0, 216, 218527, 218743], [1631.25, 589.0, 224, 219375, 219599]]"
1061,1806,27,"[[662.7777777777778, 641.0, 242, 221192, 221434], [659.8181818181819, 641.0, 315, 222509, 222824], [678.5, 641.0, 223, 222855, 223078], [1078.7, 641.0, 284, 223442, 223726], [1216.5, 641.0, 280, 225064, 225344], [1439.0, 641.0, 219, 226024, 226243], [1561.0, 641.0, 249, 226377, 226626]]"
1062,1807,0,"[[774.125, 121.0, 203, 2322, 2525], [791.375, 121.0, 217, 2552, 2769], [420.3333333333333, 121.0, 221, 3099, 3320], [474.0, 121.0, 379, 3566, 3945], [494.27272727272725, 121.0, 297, 3972, 4269], [497.22222222222223, 121.0, 213, 4301, 4514], [372.6111111111111, 121.0, 488, 4642, 5130], [449.0, 121.0, 200, 5167, 5367], [639.8571428571429, 121.0, 200, 5451, 5651], [637.7272727272727, 121.0, 304, 6097, 6401], [754.0714285714286, 121.0, 352, 6498, 6850], [805.75, 121.0, 218, 6880, 7098], [772.8, 121.0, 287, 7133, 7420], [835.1, 121.0, 281, 7449, 7730], [884.875, 121.0, 217, 7759, 7976], [1075.6666666666667, 121.0, 215, 8581, 8796], [1022.125, 121.0, 209, 8824, 9033]]"
1062,1807,1,"[[1171.0, 121.0, 213, 9234, 9447], [1183.25, 121.0, 223, 9478, 9701], [1277.4285714285713, 121.0, 426, 9847, 10273], [1320.5555555555557, 121.0, 469, 10714, 11183], [1276.0833333333333, 121.0, 651, 11213, 11864], [1342.1052631578948, 121.0, 519, 11895, 12414], [1302.0689655172414, 121.0, 772, 12444, 13216], [1419.9285714285713, 121.0, 361, 13373, 13734], [1531.875, 121.0, 220, 13947, 14167], [1445.4166666666667, 121.0, 335, 14315, 14650], [1590.888888888889, 121.0, 242, 14938, 15180], [1621.0, 121.0, 206, 15207, 15413], [1641.0714285714287, 121.0, 366, 15443, 15809], [1572.5833333333333, 121.0, 330, 15834, 16164]]"
1062,1807,2,"[[492.95238095238096, 173.0, 570, 16914, 17484], [745.9, 173.0, 237, 17726, 17963], [782.4, 173.0, 246, 17985, 18231], [588.0909090909091, 173.0, 264, 19194, 19458], [837.5263157894736, 173.0, 538, 20179, 20717], [902.4705882352941, 173.0, 473, 20746, 21219], [941.0, 173.0, 517, 21715, 22232], [1300.0, 173.0, 200, 22833, 23033], [1359.6, 173.0, 298, 23131, 23429], [1603.2727272727273, 173.0, 291, 23863, 24154], [1559.8181818181818, 173.0, 274, 24192, 24466]]"
1062,1807,3,"[[1507.090909090909, 173.0, 270, 25508, 25778], [515.6, 225.0, 253, 27323, 27576], [589.6666666666666, 225.0, 258, 27608, 27866], [693.0, 225.0, 229, 28110, 28339], [761.4, 225.0, 260, 28426, 28686], [811.2857142857143, 225.0, 200, 28712, 28912], [1204.0625, 225.0, 466, 29547, 30013], [1400.9259259259259, 225.0, 769, 30332, 31101], [1564.3333333333333, 225.0, 421, 31508, 31929], [1645.25, 225.0, 214, 31964, 32178]]"
1062,1807,4,"[[440.75, 277.0, 232, 33201, 33433], [544.2666666666667, 277.0, 435, 33462, 33897], [893.5, 277.0, 268, 34315, 34583], [869.0, 277.0, 221, 35061, 35282], [1089.3846153846155, 277.0, 358, 35541, 35899], [1017.3684210526316, 277.0, 1032, 36014, 37046], [1345.1, 277.0, 272, 37395, 37667], [1136.111111111111, 277.0, 215, 37805, 38020], [370.7, 329.0, 293, 38411, 38704], [454.0769230769231, 329.0, 351, 38730, 39081], [510.25, 329.0, 204, 39614, 39818], [825.0, 329.0, 379, 40412, 40791]]"
1062,1807,5,"[[895.3571428571429, 329.0, 399, 41373, 41772], [949.0, 329.0, 282, 41899, 42181], [1026.3, 329.0, 285, 42215, 42500], [1322.142857142857, 329.0, 398, 42984, 43382], [1709.5555555555557, 329.0, 270, 44245, 44515], [363.42857142857144, 381.0, 221, 46575, 46796], [504.92857142857144, 381.0, 382, 46901, 47283], [770.0, 381.0, 350, 47817, 48167], [867.55, 381.0, 577, 48633, 49210]]"
